assessment_id,training_id,participant_id,pre_knowledge,post_knowledge,pre_preparedness,post_preparedness,pre_confidence,post_confidence
df219242-d084-4b4b-ac0c-aeff56403f0e,51ecd8da-4904-4521-98b7-1f30597b73fe,14b62d08-d366-4db2-a64f-be996dee5e26,47.53,67.74,51.16,78.14,61.43,95.57
c065a554-4286-41ce-abbc-5358ee0efb9a,51ecd8da-4904-4521-98b7-1f30597b73fe,a723ece7-bac7-4f3a-9015-8d7ae7a2ae45,59.45,83.28,59.3,86.95,41.92,69.38
7ded09bf-b2df-4d13-a417-89c81c3835f2,51ecd8da-4904-4521-98b7-1f30597b73fe,097991c5-6425-4c4c-b355-c2574c3c22da,45.07,59.92,58.62,85.78,44.88,63.18
a604a5cd-2c1b-4f9f-a193-d74e394023eb,51ecd8da-4904-4521-98b7-1f30597b73fe,a78e14c7-460b-44da-8adb-f6ebe296f6b0,43.83,54.32,52.6,66.51,56.84,74.47
4eaccf6e-95ed-4fbf-84cc-63f32070b0d7,51ecd8da-4904-4521-98b7-1f30597b73fe,b94c4896-001f-4663-a0cc-9ab2ae8e82ee,62.53,74.47,65.63,98.45,56.18,83.97
cdaf3b75-ad83-4c7b-a354-e3f33f75f6a7,51ecd8da-4904-4521-98b7-1f30597b73fe,2babfa9c-24c6-4396-beb2-08b061c69939,65.23,81.63,56.07,83.31,65.03,100
f738a5ef-a1cb-49f9-b4b8-daca50dd1beb,51ecd8da-4904-4521-98b7-1f30597b73fe,7f1846e8-194f-4843-bed8-3f6600d04dc4,46.95,66.39,42.12,73.24,48.61,86.44
7718eb88-5cdf-4cf4-8965-373e29d84edc,51ecd8da-4904-4521-98b7-1f30597b73fe,e3a72423-9cab-4b11-b247-3a34bdbfbb38,58.66,85.68,60.09,85.06,63.96,100
525cd4ac-0fe6-4d5a-8ef2-6edadb774c63,51ecd8da-4904-4521-98b7-1f30597b73fe,7f8501b5-7154-4b26-88e1-3e223ab76226,43.22,59.71,58.57,87.08,55.19,94.19
fef0ea47-dcb7-4198-9aec-cc7c2d964135,51ecd8da-4904-4521-98b7-1f30597b73fe,f5e5020d-cd87-4273-ae14-a4f89c717165,52.12,71.63,65.22,87.49,50.7,70.45
ec105157-70ba-43c9-8bf6-8367eb0e4f6e,51ecd8da-4904-4521-98b7-1f30597b73fe,73feacc3-064a-49de-9f5b-6aa364b19d67,47.91,75.89,50.35,82.32,56.18,93.54
2540dff5-27fb-4126-9345-38e6360ee5d3,51ecd8da-4904-4521-98b7-1f30597b73fe,d52db59c-70e9-4a65-8aeb-8ffd43accf68,65.11,76.95,49.81,69.25,52.29,83.42
78aa0f10-fd89-4435-8adb-3fe21f4a2df7,51ecd8da-4904-4521-98b7-1f30597b73fe,a2795e44-59c0-4c06-9f29-88ba758d3b5c,57.59,79.26,66.86,91.53,55.78,94.37
9e6b9c88-114f-4a5d-aa06-9f2b0b7ae9b3,51ecd8da-4904-4521-98b7-1f30597b73fe,f23c19f6-7e6a-49f9-8e2e-49265eaf3629,60.02,81.76,47.24,71.43,51.42,86.07
4aacfb43-2631-48be-ba33-997f36670604,51ecd8da-4904-4521-98b7-1f30597b73fe,931cb831-0ff0-473c-8b49-22f6b2d5874c,64.6,84.91,40.53,56.52,67.26,100
3deb9f70-f384-4b8f-9f20-8da3d61956e1,51ecd8da-4904-4521-98b7-1f30597b73fe,650d3c8c-8b1e-4f4e-9ec9-3d8de26dbb63,47.9,72.53,55.11,74.72,58.8,82.14
33d5a549-551f-4f40-ac74-77b88817f64b,51ecd8da-4904-4521-98b7-1f30597b73fe,e3ba75e1-d581-4cd2-b3dc-681540b0ee1d,67.83,79.64,64.07,74.11,54.49,91.79
7911ddb8-dfbf-4d52-92d9-aa37be33486b,51ecd8da-4904-4521-98b7-1f30597b73fe,960d6e12-9c82-421a-8385-e7e012636da5,55.18,71.98,52.27,66.96,60.13,97.05
0793fc2b-802f-4f02-89ac-e4a681c45c2c,51ecd8da-4904-4521-98b7-1f30597b73fe,66d0ab1d-7265-4a44-bd27-a3cdcb29ba8c,63.93,92.12,60.12,88.07,48.77,69.19
c3635356-af7f-4994-bd07-80eb2ec01e1c,51ecd8da-4904-4521-98b7-1f30597b73fe,3e84bfba-e0b0-4f72-a366-0db1fd6df6d6,48.95,72.51,52.32,79.69,48.49,81.84
cfe00b47-b3af-443e-8685-140aed3142ee,51ecd8da-4904-4521-98b7-1f30597b73fe,b3eb638f-ff20-4414-971d-44d25a02ab59,66.75,90.34,54.7,83.83,47.02,75.03
6ce05d3e-0f21-4a02-9ed8-3d8b40480ddd,51ecd8da-4904-4521-98b7-1f30597b73fe,7f1f447f-4b74-465d-b1f6-9c8edf4b4fd4,51.32,76.52,45.28,68.09,43.31,81.77
74f6aa93-0d73-46bc-8205-a49350c73ba9,51ecd8da-4904-4521-98b7-1f30597b73fe,3cdeaf1f-339b-477e-8999-0dde4720c025,62.08,90.93,69.02,81.48,53.82,75.7
57b84d74-f72e-49f8-9920-775b2a3a6c70,51ecd8da-4904-4521-98b7-1f30597b73fe,9ad7945e-687b-4cc2-b42a-dc3c79898714,67.3,92.44,51.04,82.05,62.56,89.15
17a50f38-b411-4ae8-ae6b-41e60b218c68,51ecd8da-4904-4521-98b7-1f30597b73fe,0958ae07-9ad6-44a9-99a3-801ff71a1562,58.18,76.7,53.94,87.07,44.19,67.97
98d6c642-05f8-4ff4-805e-ad48315fb177,51ecd8da-4904-4521-98b7-1f30597b73fe,322e2a91-af2e-4e2e-9390-7f3c868f8e19,47.5,71.51,63.07,75.25,48.86,82.07
b49a4d51-95d7-4b81-8e38-97c11284b820,51ecd8da-4904-4521-98b7-1f30597b73fe,58433c73-d9a9-49ee-85b0-ff94d7d7cb28,62.42,92.02,43.37,64.44,49.38,78.84
7f23b3fd-2edf-4b00-b018-b60bf30cc8e1,51ecd8da-4904-4521-98b7-1f30597b73fe,43b19940-5be5-42cf-8127-b17223800d9d,65.87,82.49,66.72,92.72,67.97,84.35
25134402-8485-4309-816a-886f00b653b1,51ecd8da-4904-4521-98b7-1f30597b73fe,4a8f15bc-7463-45fd-8e40-1a4756fc3257,58.95,69.0,65.45,90.83,47.61,73.72
55fe203a-f3fb-48aa-bd6f-bbd12cd7bdce,51ecd8da-4904-4521-98b7-1f30597b73fe,960c6f70-b27d-4670-8459-644e7f1236d3,65.56,82.96,57.64,80.14,58.94,77.31
cc1a8203-5d53-46c9-bd61-c36e03a7d3d5,a942ffb3-3b97-4832-bae3-1544f157db06,a926eff7-1c84-45f3-aaca-0ce15f07189d,54.4,68.61,65.68,81.36,52.52,90.15
c057f978-900c-4744-9770-97c928dda10a,a942ffb3-3b97-4832-bae3-1544f157db06,9de67b9a-6443-40af-a57c-125bd7a51191,61.1,76.39,57.63,84.71,48.09,66.43
3d1d1c59-51c2-4153-976c-cbe2b6be3045,a942ffb3-3b97-4832-bae3-1544f157db06,e93be995-5231-42de-8f7b-9384cff0205d,45.41,57.29,47.18,75.59,41.03,74.81
0b7de402-fc0a-4699-80da-e60fe6948cae,a942ffb3-3b97-4832-bae3-1544f157db06,f3480d46-791d-418e-b6ea-1810c879ec91,55.57,67.7,65.62,94.83,48.92,71.99
1d674c4b-2682-4fcf-9021-88001a9d7a18,a942ffb3-3b97-4832-bae3-1544f157db06,fc9c03ef-d7e6-4fbc-9c42-3b7f7e1378da,42.45,70.07,60.1,84.07,51.0,76.41
a8db5ad3-9d39-4671-b21b-d63bfdec9d5b,a942ffb3-3b97-4832-bae3-1544f157db06,9b4042ae-de18-4544-ada4-fd64b4204e26,58.76,85.24,47.87,69.98,46.9,84.58
283d4246-4f36-4c71-95a7-6685e3240b1a,a942ffb3-3b97-4832-bae3-1544f157db06,75b3f6fa-f16b-40d0-8696-342502583afb,66.86,78.24,52.42,63.51,62.32,100
c44c858c-3ae5-4196-b5a5-5d444dd56b53,a942ffb3-3b97-4832-bae3-1544f157db06,d8009428-246b-433a-97c4-809591ceeb08,48.5,74.66,50.08,78.25,57.07,76.32
7708ce50-0f30-4db8-bb98-4c04a281f4fe,a942ffb3-3b97-4832-bae3-1544f157db06,b7499e7a-a6dd-4bb0-9209-52e02f015893,44.36,55.86,67.66,88.97,47.88,78.54
d5e76501-68b9-4b95-8ff7-b79ecd5b44f6,a942ffb3-3b97-4832-bae3-1544f157db06,aa185b0f-192f-4c09-88cc-16db1536462a,64.55,74.69,48.86,74.41,44.3,74.45
cf80aed5-549f-426f-8e57-b98827ec68a0,a942ffb3-3b97-4832-bae3-1544f157db06,07659b52-268f-4029-828d-9f5c6b456d5c,51.33,77.87,61.07,84.74,65.12,83.37
f36c307a-9d90-4c0d-b461-b3c329d899f6,a942ffb3-3b97-4832-bae3-1544f157db06,24b99ea4-8664-4f91-bb64-d52f07e15fa1,61.11,76.18,42.9,65.05,67.32,88.25
b06f5632-78ba-4e24-a974-c11e5238ba0e,a942ffb3-3b97-4832-bae3-1544f157db06,35b87afb-c024-45ef-98fd-a8bb603f4db4,58.96,84.59,41.7,61.06,47.05,64.9
fc8b0e00-1f54-4d0d-bcc8-fe2855da4793,a942ffb3-3b97-4832-bae3-1544f157db06,2b96915e-f440-4e8f-b61e-209cc9f7fc26,45.74,71.17,43.99,74.13,47.53,78.52
50e2ca75-9496-45f4-a339-6268d72875c3,a942ffb3-3b97-4832-bae3-1544f157db06,1ce5553d-b789-4f91-b2a3-ee89ce14a09a,67.42,95.88,65.15,91.95,61.45,86.44
855e6ae7-e906-49f8-91a8-42c75968fa41,a942ffb3-3b97-4832-bae3-1544f157db06,34567ac5-fd9b-46ee-8fac-9aee8f2582c3,55.8,79.23,52.31,63.96,41.45,78.5
5b93b7ec-ef7a-4c22-b3ea-a66075703813,a942ffb3-3b97-4832-bae3-1544f157db06,f6d4f903-3372-44f1-82dc-025fe38cc8ed,58.19,74.27,40.23,68.56,68.52,89.39
26070870-653e-413a-bddc-0afd3535868f,a942ffb3-3b97-4832-bae3-1544f157db06,741cf265-3281-4f85-9fec-7b503246576e,44.37,56.83,65.28,99.09,44.67,75.69
da1c561e-8ca0-454b-8a6b-76431eea5b5c,a942ffb3-3b97-4832-bae3-1544f157db06,12dbbb92-0e76-44b7-9655-7a406e3ba489,61.01,81.47,59.13,91.45,52.99,83.84
c77d4d73-8a02-4394-8d2c-b59522a8cf3f,a942ffb3-3b97-4832-bae3-1544f157db06,a536a343-8a75-491e-b175-e9f6242d14f9,42.02,60.35,56.3,85.32,47.23,84.19
161193c4-10a9-481f-bc2b-5962eca1ba05,a942ffb3-3b97-4832-bae3-1544f157db06,e8e40a19-22d9-49fd-8ce1-908471bc4ad6,66.65,88.18,62.06,80.61,40.78,65.86
bc1b615e-7d81-4f1d-8ca6-082d099411b5,a942ffb3-3b97-4832-bae3-1544f157db06,7758e8fa-6a3f-4433-993f-1ade0ad84f45,46.06,65.7,66.51,99.98,52.51,89.45
da38f00d-4709-4a6a-98ac-5ee0cc8ff6d5,a942ffb3-3b97-4832-bae3-1544f157db06,ff101cab-df07-41c7-86fd-98f3def7d713,49.11,75.6,50.12,73.27,49.64,71.72
7268b3da-2ed8-4f8a-87f1-464fb9b63b82,a942ffb3-3b97-4832-bae3-1544f157db06,c0daac10-9d3c-49e9-a867-64707b56e97c,63.19,74.2,59.8,92.96,44.98,82.82
11fcaf10-a965-4961-b855-c611795b3291,a942ffb3-3b97-4832-bae3-1544f157db06,81078cc6-0304-413f-8b22-30189915a6b6,55.35,67.33,60.45,71.57,51.22,68.42
3bcf656d-fa54-407a-854e-26dc1fbd6505,a942ffb3-3b97-4832-bae3-1544f157db06,b358ac72-cf3d-4bcc-ba56-6dbb40b0c3ec,44.27,60.93,48.57,77.85,56.28,80.94
a100cf5b-7f8c-43c5-b5b2-704a07f315b7,a942ffb3-3b97-4832-bae3-1544f157db06,2b348472-c866-44bc-a329-bd60029c7966,64.32,83.61,42.96,54.95,59.77,90.74
a54a373a-403c-410d-8f65-63c790aa2e99,a942ffb3-3b97-4832-bae3-1544f157db06,73d5cb04-8009-41c3-a11d-5695b1a732e1,50.68,67.41,54.22,71.46,52.21,81.52
aef902c0-c479-4df9-aff1-2884716d8637,a942ffb3-3b97-4832-bae3-1544f157db06,9ee0d37b-a63e-4520-bd26-3dca90e81d2e,45.17,66.23,62.27,89.56,61.77,84.19
ee3abc7f-05a1-4ef3-b740-050867d0572b,a942ffb3-3b97-4832-bae3-1544f157db06,b5a90f3b-7ddf-4053-ba49-81813af2c430,44.37,73.37,44.56,69.02,56.34,86.51
8675aa34-be35-4724-bb4a-8b2fcfafb9bd,a942ffb3-3b97-4832-bae3-1544f157db06,81e1eae3-473b-41f3-adbf-6766f3ca0c77,60.58,72.06,49.17,75.36,66.1,81.72
c85e117c-f24f-44fb-8d79-3fa910ae66d7,a942ffb3-3b97-4832-bae3-1544f157db06,859e01d2-cdf8-4225-a3a2-4a37021ca60e,58.41,78.0,45.13,64.35,46.25,78.53
a2d99b97-0708-4767-8ab4-2e4e9bddaa00,a942ffb3-3b97-4832-bae3-1544f157db06,6bbc4622-b28b-4046-9457-b2a614b45a83,64.55,77.62,52.95,76.69,43.46,72.08
07cbcfaf-a52a-450d-a79d-6e1cf7545c1c,a942ffb3-3b97-4832-bae3-1544f157db06,bb4b37de-2649-444b-8605-f6fe3ffca564,45.54,70.04,40.97,60.34,64.17,96.2
a122a97c-d334-4130-a4c2-d9ef17b76064,a942ffb3-3b97-4832-bae3-1544f157db06,a46d06a1-b2be-4eab-91ca-48382a6875ec,61.89,85.34,51.86,80.77,68.04,100
6ba77f05-5188-41b4-b45d-120d01a7a17d,a942ffb3-3b97-4832-bae3-1544f157db06,30013423-555c-4bdc-8e7c-0af038dcf2bf,56.74,67.18,65.16,82.43,54.79,90.58
b6020fad-34ca-4c0a-8780-c091416f446e,a942ffb3-3b97-4832-bae3-1544f157db06,51cbbb9a-15d3-4caf-a3ca-5ba74b9fca69,50.37,66.94,55.01,65.17,51.83,88.1
e6a8c393-e548-4a44-b58f-204383a9bdb9,a942ffb3-3b97-4832-bae3-1544f157db06,42182462-08ee-4550-bfa4-49b73f8fb0fb,65.03,88.18,54.79,73.1,48.7,81.72
9ce392d5-4a2f-4404-91b5-1b96a3091b2c,a942ffb3-3b97-4832-bae3-1544f157db06,a8389df5-f596-42b4-88c1-9c43ac828c1d,69.86,91.38,66.48,78.25,69.9,88.75
437dcf86-0cb2-4a09-a7e9-1aa014c4c59a,a942ffb3-3b97-4832-bae3-1544f157db06,fd831b25-0596-4c67-8e9c-9997f10c8f20,58.46,73.88,40.53,71.37,40.13,69.29
4b3fbd43-6668-47c1-8b17-6bcb8b86dd28,a942ffb3-3b97-4832-bae3-1544f157db06,9953c441-f84e-46bf-8900-c349b760221b,57.94,81.26,48.73,75.2,45.88,75.61
785e106c-5e57-4282-bc91-fdd650c91414,a942ffb3-3b97-4832-bae3-1544f157db06,7da663b7-9b3c-41f6-bf74-f2b38bb63e5d,62.42,86.1,56.44,73.44,44.6,82.86
739fd942-d0ef-4dcf-859d-528f0c5effd4,a942ffb3-3b97-4832-bae3-1544f157db06,66b3ba53-dd83-4744-924a-8fb6bce5e1e5,56.97,75.48,63.77,82.55,63.63,81.01
3f41cd43-d805-433a-96a3-15ec6a5149cf,a942ffb3-3b97-4832-bae3-1544f157db06,f63b7609-8597-43d6-b6f0-94539c55c1af,65.41,81.56,43.63,68.93,48.36,77.5
7b317a33-7081-405a-af88-f817ae035f6c,a942ffb3-3b97-4832-bae3-1544f157db06,668c1ad3-9d7d-4968-af9a-77ad64e95106,50.52,70.2,49.5,82.74,58.04,82.74
42095d04-6ba0-439e-ab09-f781e985bc41,a942ffb3-3b97-4832-bae3-1544f157db06,b0eec8c8-858c-4f45-ac3d-8921d9034aac,60.04,76.27,57.71,81.78,53.91,81.44
86f71bbf-3a45-43d7-895d-09c587efeca7,a942ffb3-3b97-4832-bae3-1544f157db06,3a9ca253-9020-4999-be8d-c4d587c3bba9,53.44,72.6,40.86,63.87,67.88,84.37
577bf230-acf2-4c45-8009-edcd8a30eccd,a942ffb3-3b97-4832-bae3-1544f157db06,cfa4b87b-e963-4f97-b326-6c99e121dee6,63.02,73.13,42.53,76.88,64.29,100
b20ca42d-b458-446a-8d92-245a63a78f57,a942ffb3-3b97-4832-bae3-1544f157db06,0979edf9-4786-49c7-b044-8b91d28b1789,50.58,75.07,41.54,55.58,62.17,91.11
122c01fc-125f-479f-8eb6-fe7c9ec79e69,a942ffb3-3b97-4832-bae3-1544f157db06,3c1b90ef-1811-4648-adb1-9858bdb15501,61.73,73.14,64.53,86.32,47.8,74.92
e5491bd0-c881-40ed-b2f8-a5973b2ae818,a942ffb3-3b97-4832-bae3-1544f157db06,910cc8bf-93d5-4df6-87a6-06faa11e1fb3,53.53,75.97,47.63,67.23,44.46,75.16
7ea57f45-c400-4a5a-9f18-686bfa47c942,a942ffb3-3b97-4832-bae3-1544f157db06,22be647d-5793-40f4-9072-dc54bde148d0,43.47,71.57,64.78,92.09,51.14,90.64
dfb1ca2a-9aec-4ba3-90e1-ab2d62b693a5,a942ffb3-3b97-4832-bae3-1544f157db06,20fe3349-f98c-4fc5-bac0-469d1c073dd1,40.82,70.55,64.66,86.45,45.16,65.62
0dd47427-748d-4f8b-9318-f1eab635d9b1,a942ffb3-3b97-4832-bae3-1544f157db06,0a57041a-b7ec-4bea-a908-5f4d8064bcdc,69.65,97.04,66.22,85.83,58.34,88.21
42989aa1-1fb6-40de-89e6-db6f20a19283,a942ffb3-3b97-4832-bae3-1544f157db06,cecaae82-f1bf-4602-9c38-726355122614,56.06,79.09,54.64,81.68,53.01,77.2
da3c9d9a-c8b3-45d0-9eca-88b2f0431464,a942ffb3-3b97-4832-bae3-1544f157db06,3cdf1520-e782-4615-8a07-b6aa98478d16,60.67,82.75,56.42,89.67,50.14,65.7
060a2393-e12b-4e85-ba17-2ed0ce14041c,a942ffb3-3b97-4832-bae3-1544f157db06,229cbd67-75bb-4eee-a781-cc464f595c1d,48.52,64.04,41.73,56.57,69.99,91.61
7462eef1-a9f7-4119-a21d-539597e0522f,a942ffb3-3b97-4832-bae3-1544f157db06,0f1b0255-1226-4c44-b1e3-ff7798718c68,51.05,76.43,55.64,69.42,43.38,77.68
3fbf1e68-405b-4414-950d-d25ff15f7849,a942ffb3-3b97-4832-bae3-1544f157db06,02042f14-fcb5-48a2-9f6a-c4f1d3af81c7,58.12,71.87,67.69,97.13,40.95,61.34
34dcce08-be23-4097-9e64-e99316ae4381,a942ffb3-3b97-4832-bae3-1544f157db06,d4fb04f8-cb22-4d1a-9d1a-114a206d9192,69.24,79.73,46.94,67.96,58.58,77.38
f84d0e08-b4d3-4ac1-b711-88367a4eaafb,a942ffb3-3b97-4832-bae3-1544f157db06,2b11e6de-4e7b-4fa1-bf5e-5bfedfcd25ff,46.35,68.53,44.81,59.28,48.13,83.46
636c5271-756d-4b8d-9a6d-204c55c63047,a942ffb3-3b97-4832-bae3-1544f157db06,bb09f5e2-9824-4321-b913-422600ea5a74,51.43,64.16,43.08,72.82,67.69,96.59
6625fe22-9812-4c2d-a5dd-09bf90739fc2,a942ffb3-3b97-4832-bae3-1544f157db06,f2a376fd-3e0b-4938-b2fe-541eea44a243,45.04,57.1,50.09,84.12,60.9,88.98
42b9a849-f6df-4d04-9ec3-5055907c650c,a942ffb3-3b97-4832-bae3-1544f157db06,5b93bb8d-fe5d-41af-b610-2f40d0b1d368,54.29,72.68,58.34,71.88,45.94,85.47
63adaf43-4150-49dc-9616-15b9be39691e,a942ffb3-3b97-4832-bae3-1544f157db06,80d28b5f-7f25-4ecd-a7b7-916add1b084b,60.36,78.43,45.45,72.25,67.33,100
39596816-3ede-4080-9f9e-6f96743d6398,a942ffb3-3b97-4832-bae3-1544f157db06,2960c11d-ecfc-4e7a-af93-0af7a0985f1d,65.77,85.88,58.02,75.23,68.65,90.25
c2072216-1a93-45d6-9b6c-f766d5acca90,a942ffb3-3b97-4832-bae3-1544f157db06,7f4d9006-2c23-423c-8c32-c48ca1e96e43,51.31,69.57,66.44,80.08,47.06,86.35
9509e4e9-be83-407c-a002-068cc88f2af6,a942ffb3-3b97-4832-bae3-1544f157db06,36fcb3cb-7872-4175-8b61-fa0f501c40f5,46.29,63.26,45.44,74.63,55.61,90.02
9ed48d9d-5709-4daf-bdab-2a020715f45c,a942ffb3-3b97-4832-bae3-1544f157db06,119de5ec-9744-4cb9-a590-d35689ff60b2,63.56,77.43,67.87,80.78,44.02,63.81
833be223-40e1-4d6c-8459-7cbe47836298,a942ffb3-3b97-4832-bae3-1544f157db06,75c631da-8917-4e6f-8a54-e32d001c7df3,44.43,65.52,40.08,68.7,57.27,74.29
6ca720d5-d7f3-4f77-961d-4a9ca30848f5,a942ffb3-3b97-4832-bae3-1544f157db06,0d69aae7-df04-4cd5-b0d2-eb591e072a8b,69.41,89.64,69.9,91.97,40.92,74.16
d757d3b2-3ff3-419d-9559-31a02993f115,a942ffb3-3b97-4832-bae3-1544f157db06,8b51fa74-a34a-48ca-a96d-25d8cab1d3ff,40.69,68.7,51.4,66.56,59.27,76.31
5edb2f74-8925-4696-85ea-482d49ad3fab,a942ffb3-3b97-4832-bae3-1544f157db06,271d4d2c-2c4c-4d0c-b352-4799c9d441ae,43.69,67.87,51.14,80.63,63.46,82.81
b2128d50-50f0-48ad-b268-a9421c0c6b8d,a942ffb3-3b97-4832-bae3-1544f157db06,f4511f2b-987f-4f6c-8a54-7a56a7bd24f7,41.57,52.5,49.23,80.32,62.74,81.15
b3f1ae46-7096-4c49-ab41-3e12022b8e25,a942ffb3-3b97-4832-bae3-1544f157db06,495be33c-ea03-4dad-99bc-b59ba77df201,51.15,70.87,57.86,91.92,61.65,78.3
b17e4381-cfd8-4699-8fb8-155ef293292d,a942ffb3-3b97-4832-bae3-1544f157db06,d1afb3ec-c1e2-4097-b662-d974f784e987,45.07,59.38,62.28,92.06,41.94,72.12
1eaa3cc7-7cb2-47b0-92e0-0defb5350f96,a942ffb3-3b97-4832-bae3-1544f157db06,1118e17b-7ce5-434e-8a06-eb7901b7b935,53.99,78.23,64.16,81.29,51.65,87.54
3a1a9bab-3621-487d-8bca-ec5b9acc0bbc,a942ffb3-3b97-4832-bae3-1544f157db06,d73a9093-dba5-4a2d-8fdc-a36a78a52c74,46.86,76.33,47.95,75.18,44.18,69.56
0ce6586e-b849-4786-bb5f-7bb4d0c5225a,a942ffb3-3b97-4832-bae3-1544f157db06,55c427df-a2de-4dfe-b50f-c5ccffd115c8,40.8,64.01,63.16,93.03,45.45,64.69
d8273cb8-a9e0-465f-8e3f-98ed42f9978b,a942ffb3-3b97-4832-bae3-1544f157db06,f222828e-1d0b-44a3-abde-92f700464b65,41.28,52.34,50.94,66.24,55.47,80.41
ad48522d-b758-4e36-83c1-68675d49e745,a942ffb3-3b97-4832-bae3-1544f157db06,e540b873-080c-4118-9692-8eb74d400484,48.85,72.8,69.99,95.75,65.55,81.88
f8af12cf-3fc8-455f-977f-2a8a3fca6e45,a942ffb3-3b97-4832-bae3-1544f157db06,99016b41-70df-40e2-be70-aec961656564,50.55,77.25,62.99,88.82,58.5,89.99
960b5f22-5b78-4c17-9428-72a076a61f8c,a942ffb3-3b97-4832-bae3-1544f157db06,75acb8ff-e3eb-49ce-8e75-78ac916941e5,60.47,82.68,66.05,92.82,67.21,100
04b669eb-bb3b-4f7c-87ab-f83107609736,a942ffb3-3b97-4832-bae3-1544f157db06,6f76eb49-01da-4919-a387-624ca90c6081,49.36,77.45,46.62,80.69,57.45,78.4
61abc480-a5e3-421e-baec-a59d57a627f0,a942ffb3-3b97-4832-bae3-1544f157db06,eceadaff-d211-4be0-8ee9-4c3048da8eb9,61.99,83.31,57.93,77.28,43.3,77.9
d50491ff-7c15-45de-b595-546be0ef56c9,a942ffb3-3b97-4832-bae3-1544f157db06,d32e54c7-842b-4b11-beff-c634f082401d,54.91,83.42,69.16,92.37,47.89,85.42
d5aa2c40-2de1-4afc-8cf5-d328be87ad8c,bac96642-1a76-418e-b04e-c3a0c417b844,4498dc28-791f-45e5-929b-9c91f23e37c7,62.61,91.57,45.98,56.64,40.22,61.67
5af63ab6-a121-4ecb-9d62-27264bf5f2f8,bac96642-1a76-418e-b04e-c3a0c417b844,5ab65c95-bba3-4aa2-b14e-7ecfd70fbcc6,68.54,96.31,53.03,66.88,54.79,71.97
cd877761-865b-4740-96f8-ab13fae199e8,bac96642-1a76-418e-b04e-c3a0c417b844,48128d17-93c1-4454-be83-d32f942b5668,66.67,90.44,62.16,73.18,59.72,92.83
914cd319-12e5-4398-935e-7168adff9c0b,bac96642-1a76-418e-b04e-c3a0c417b844,3ca5335e-5d8d-4701-96d7-629d196c182e,67.72,93.13,56.96,88.29,42.05,60.31
dcc16cfc-603a-4886-b8c1-fbb7380c3c8e,bac96642-1a76-418e-b04e-c3a0c417b844,85a5c1cc-8f56-4184-8d74-d0c1c3293f19,63.89,76.34,65.76,82.26,55.53,79.48
8790dd9e-be94-4482-a280-4db44a9b3022,bac96642-1a76-418e-b04e-c3a0c417b844,f29f2c2b-da56-4eff-848f-1713b77e9bd7,42.12,68.11,44.55,64.15,59.29,77.57
8986dfb3-2b23-4779-83ce-bd9e412b80d3,bac96642-1a76-418e-b04e-c3a0c417b844,0e54446c-8038-46fd-8e2d-52102fe52ad8,55.8,65.86,50.37,81.61,58.59,95.27
323ad045-5358-4982-9ea3-6bb800429c83,bac96642-1a76-418e-b04e-c3a0c417b844,8473e5fb-9548-47f0-a8b7-b72dc017c39d,51.5,68.21,60.39,71.35,42.84,81.3
0f8e34c2-9eb9-4adf-ae12-a3961994aa07,bac96642-1a76-418e-b04e-c3a0c417b844,55df885e-3bee-425f-bdb9-c8bb696eee05,61.72,75.0,43.63,56.33,61.04,86.68
ea6f693e-7bd0-416d-a4ac-b4d502dcab65,bac96642-1a76-418e-b04e-c3a0c417b844,1728317b-56c3-41e9-913b-a55f49347ed1,64.47,75.17,40.38,72.91,40.21,64.6
0efb8819-7da2-4d2b-84c9-abbb4fa63614,bac96642-1a76-418e-b04e-c3a0c417b844,a7f52880-6d5c-4afb-88e8-0bee7cc7f8fb,63.9,83.41,58.1,70.23,45.4,69.7
53782657-1b54-4fb7-a5fe-141aa3fc4615,bac96642-1a76-418e-b04e-c3a0c417b844,0d407f92-8a19-48d1-a6ee-9ba5d4f3e27d,65.84,81.0,49.93,80.5,63.85,80.44
530fd7a7-7948-4e6b-a1c6-10807c998840,bac96642-1a76-418e-b04e-c3a0c417b844,97b0be52-dadc-4043-b0b7-b1d0abbcde3f,65.34,76.45,66.04,82.18,45.66,71.46
0763c69c-9d9b-4f08-883f-53989e418e65,bac96642-1a76-418e-b04e-c3a0c417b844,e35b2549-fffc-4967-b638-318b8c02bb06,53.39,74.73,55.17,86.45,46.88,65.44
52ae77bb-8620-4a14-b11a-f374c302b018,bac96642-1a76-418e-b04e-c3a0c417b844,74969133-ddbd-4cb7-81ec-43ec1a2126e2,43.78,68.74,50.75,85.16,43.21,66.04
b775d594-d151-47f8-a8b7-aef387e324ba,bac96642-1a76-418e-b04e-c3a0c417b844,8dcd1e06-3660-4f23-b244-607d8a0a1121,68.49,97.05,51.77,86.0,55.84,84.97
e538c148-5bc0-4ac9-a35f-c46d07c74084,bac96642-1a76-418e-b04e-c3a0c417b844,4dc9b961-e39a-48ec-a40c-cfb3324f6c60,48.35,67.68,66.98,93.86,64.07,93.71
b72c8c97-15ac-4823-b788-87959ad87ddf,bac96642-1a76-418e-b04e-c3a0c417b844,06f9cefe-138d-415f-b72a-e141172f69a7,67.64,93.17,45.58,76.52,69.36,100
