training_id,title,theme,org_id,state_id,district_id,start_date,end_date,lat,lon,capacity,status
5b169ca1-be02-4ad6-bd98-52e7e04215af,Shimla Medical First Aid Workshop,Medical First Aid,10efda5e-4160-4111-a294-09c6c841609f,6,22,2024-08-07,2024-08-12,31.115446,77.216379,88,COMPLETED
6101ea4b-516c-4cb2-8201-fd9ac57005f0,Manali Flood Preparedness Workshop,Flood Preparedness,d4a716a8-980d-427a-a459-cdc98c0de4fc,6,23,2024-10-13,2024-10-15,32.231942,77.226162,41,COMPLETED
3d0e81d6-6359-4638-93ba-84137ba5d6d2,Pune Fire Safety Workshop,Fire Safety,8733ecb2-4640-463f-8656-a3f88f619d8c,5,19,2024-12-24,2024-12-27,18.507835,73.903097,105,COMPLETED
9cdbbb36-e83d-4eed-8d29-1587aae739f3,Cuttack Flood Preparedness Workshop,Flood Preparedness,8733ecb2-4640-463f-8656-a3f88f619d8c,3,11,2024-03-23,2024-03-28,20.440724,85.919057,106,COMPLETED
9fbc0380-e8f0-4520-9236-a22b9efc073f,Wayanad Flood Preparedness Workshop,Flood Preparedness,8733ecb2-4640-463f-8656-a3f88f619d8c,4,17,2024-01-15,2024-01-16,11.673267,76.087478,150,COMPLETED
ce799c00-a550-4e0f-81f1-9602a678f00b,Mumbai Fire Safety Workshop,Fire Safety,8d0db76c-0930-4117-ae69-724eb1a180b9,5,18,2024-11-15,2024-11-18,19.099397,72.876288,143,COMPLETED
58fc6115-1cb1-4290-b1be-087eccdbf7d2,Ludhiana Earthquake Response Workshop,Earthquake Response,8d0db76c-0930-4117-ae69-724eb1a180b9,1,1,2024-02-05,2024-02-09,30.928257,75.848162,91,COMPLETED
45ded8ed-d041-415c-9de3-02029817c947,Bhubaneswar Landslide Rescue Workshop,Landslide Rescue,8d0db76c-0930-4117-ae69-724eb1a180b9,3,10,2024-11-02,2024-11-06,20.299385,85.817383,60,COMPLETED
90508379-5bdf-46cf-820f-331243124a40,Nagpur Fire Safety Workshop,Fire Safety,a95531b8-5c4f-49cb-90d9-da081ad1c8c5,5,20,2024-03-21,2024-03-26,21.162418,79.090167,133,COMPLETED
816a1794-259a-4e2c-9408-1a897e62b2ee,Mandi Earthquake Response Workshop,Earthquake Response,9c4a5b04-aef9-47cb-8de2-95d65e4477fd,6,25,2024-10-03,2024-10-05,31.564464,76.909285,30,COMPLETED
16612158-adf4-4012-807e-e6bb6273c0c8,Jorhat Flood Preparedness Workshop,Flood Preparedness,8d0db76c-0930-4117-ae69-724eb1a180b9,2,9,2024-03-23,2024-03-25,26.785364,94.23482,46,COMPLETED
b351d564-1886-4094-bbbc-71c3384edcfe,Kozhikode Cyclone Evacuation Workshop,Cyclone Evacuation,10efda5e-4160-4111-a294-09c6c841609f,4,16,2024-09-01,2024-09-02,11.275686,75.755868,35,COMPLETED
8e2516b9-fc46-4405-b110-bdea80212193,Balasore Search & Rescue Workshop,Search & Rescue,10efda5e-4160-4111-a294-09c6c841609f,3,13,2024-06-30,2024-07-05,21.475012,86.942651,92,COMPLETED
b0fb1f81-c0a8-472e-aaaa-475d34c13f0b,Mandi Cyclone Evacuation Workshop,Cyclone Evacuation,10efda5e-4160-4111-a294-09c6c841609f,6,25,2024-10-12,2024-10-17,31.587005,76.951898,98,COMPLETED
f8f4549a-24bc-4cce-9fc9-3e98792a5c35,Shimla Cyclone Evacuation Workshop,Cyclone Evacuation,8733ecb2-4640-463f-8656-a3f88f619d8c,6,22,2024-07-13,2024-07-17,31.111896,77.205111,46,COMPLETED
e7979ecd-f1c9-4ead-9739-57b97709bd8d,Pune Medical First Aid Workshop,Medical First Aid,8733ecb2-4640-463f-8656-a3f88f619d8c,5,19,2024-10-24,2024-10-25,18.512337,73.870918,49,COMPLETED
f20a3fbf-0fc7-4677-871d-cb14617d45f1,Amritsar Flood Preparedness Workshop,Flood Preparedness,a95531b8-5c4f-49cb-90d9-da081ad1c8c5,1,3,2024-07-23,2024-07-27,31.591157,74.846669,149,COMPLETED
ce411e8b-a560-4468-8e18-4a6450ddf0cb,Bhubaneswar Flood Preparedness Workshop,Flood Preparedness,a95531b8-5c4f-49cb-90d9-da081ad1c8c5,3,10,2024-06-22,2024-06-26,20.261953,85.846813,134,COMPLETED
0900aa88-b470-4b21-a804-c441a96b6f18,Dibrugarh Landslide Rescue Workshop,Landslide Rescue,d4a716a8-980d-427a-a459-cdc98c0de4fc,2,8,2024-09-22,2024-09-24,27.446829,94.86952,107,COMPLETED
fbea0834-7da6-4966-a9c2-010580e89ff2,Amritsar Fire Safety Workshop,Fire Safety,9c4a5b04-aef9-47cb-8de2-95d65e4477fd,1,3,2024-08-27,2024-08-29,31.601135,74.843184,22,COMPLETED
13c3cf74-34b2-4be5-ba2b-1b99b3ab82a3,Guwahati Earthquake Response Workshop,Earthquake Response,8d0db76c-0930-4117-ae69-724eb1a180b9,2,6,2024-10-14,2024-10-15,26.123811,91.72101,97,COMPLETED
9826abed-edb2-4cbb-b159-54390dfabdeb,Thiruvananthapuram Flood Preparedness Workshop,Flood Preparedness,d4a716a8-980d-427a-a459-cdc98c0de4fc,4,14,2024-10-16,2024-10-17,8.512428,76.903288,146,COMPLETED
90ed1f64-fa22-4f99-ae53-fffb0d3b3036,Amritsar Cyclone Evacuation Workshop,Cyclone Evacuation,9c4a5b04-aef9-47cb-8de2-95d65e4477fd,1,3,2024-04-22,2024-04-26,31.66384,74.824321,131,COMPLETED
43422c96-be48-4807-abb5-bd2de6d794ba,Pune Medical First Aid Workshop,Medical First Aid,a95531b8-5c4f-49cb-90d9-da081ad1c8c5,5,19,2024-10-21,2024-10-24,18.488014,73.817031,52,COMPLETED
e860f3ab-5e9c-490b-95f1-1a46b9137227,Puri Landslide Rescue Workshop,Landslide Rescue,9c4a5b04-aef9-47cb-8de2-95d65e4477fd,3,12,2024-11-21,2024-11-24,19.823663,85.849332,86,COMPLETED
ee0ffe88-4ff9-41c3-9d86-cd348ec36c18,Kochi Search & Rescue Workshop,Search & Rescue,a39afcd1-736c-422d-a44f-512c6738a20a,4,15,2024-03-28,2024-04-02,9.930282,76.310888,51,COMPLETED
d306a479-0c8b-4eef-be81-f28ea96db5ea,Manali Medical First Aid Workshop,Medical First Aid,8d0db76c-0930-4117-ae69-724eb1a180b9,6,23,2024-07-08,2024-07-09,32.218048,77.158954,126,COMPLETED
4d551fe4-7d57-4063-aabf-30eac199b807,Cuttack Community Response Workshop,Community Response,d4a716a8-980d-427a-a459-cdc98c0de4fc,3,11,2024-10-27,2024-11-01,20.445973,85.908055,37,COMPLETED
f6662490-4941-41e8-b93c-d7365bb8187e,Nagpur Community Response Workshop,Community Response,d4a716a8-980d-427a-a459-cdc98c0de4fc,5,20,2024-03-29,2024-04-01,21.189692,79.094358,71,COMPLETED
515f9c6a-a134-43e4-ae44-5d02639f2bfd,Guwahati Fire Safety Workshop,Fire Safety,d4a716a8-980d-427a-a459-cdc98c0de4fc,2,6,2024-07-16,2024-07-20,26.116736,91.688406,63,COMPLETED
694211d9-2604-4ef5-9608-3a7114477ad4,Cuttack Medical First Aid Workshop,Medical First Aid,8d0db76c-0930-4117-ae69-724eb1a180b9,3,11,2024-10-10,2024-10-13,20.50837,85.838824,110,COMPLETED
d19783f8-f124-4790-a5a3-911f399bc98a,Pune Community Response Workshop,Community Response,9c4a5b04-aef9-47cb-8de2-95d65e4477fd,5,19,2024-11-16,2024-11-21,18.520926,73.857166,25,COMPLETED
c4df7525-707b-431a-beaf-379a08b4c5a1,Bhubaneswar Earthquake Response Workshop,Earthquake Response,10efda5e-4160-4111-a294-09c6c841609f,3,10,2024-03-27,2024-04-01,20.311279,85.857708,46,COMPLETED
986a7f2f-3173-4fbd-b864-8e44cbf9718c,Mumbai Flood Preparedness Workshop,Flood Preparedness,8733ecb2-4640-463f-8656-a3f88f619d8c,5,18,2024-05-14,2024-05-16,19.052822,72.853581,22,COMPLETED
f4d26982-b63f-4b94-be6b-81a2a02d11f3,Bhubaneswar Community Response Workshop,Community Response,a95531b8-5c4f-49cb-90d9-da081ad1c8c5,3,10,2024-01-10,2024-01-12,20.278868,85.800165,97,COMPLETED
49b8cc80-49b0-42cb-b13f-2b4fca09978d,Balasore Community Response Workshop,Community Response,d4a716a8-980d-427a-a459-cdc98c0de4fc,3,13,2024-07-23,2024-07-26,21.508725,86.979523,49,COMPLETED
6558f79d-079a-4347-bfa6-d24258e16d13,Shimla Cyclone Evacuation Workshop,Cyclone Evacuation,9c4a5b04-aef9-47cb-8de2-95d65e4477fd,6,22,2024-05-02,2024-05-07,31.081944,77.180815,29,COMPLETED
1c68a34a-f0a3-4519-a36a-8eca54774378,Pune Flood Preparedness Workshop,Flood Preparedness,a95531b8-5c4f-49cb-90d9-da081ad1c8c5,5,19,2024-09-25,2024-09-29,18.53486,73.870952,95,COMPLETED
04b6dfe6-dac4-40be-9edd-02b244cabe4e,Balasore Search & Rescue Workshop,Search & Rescue,8d0db76c-0930-4117-ae69-724eb1a180b9,3,13,2024-11-04,2024-11-09,21.452134,86.947092,30,COMPLETED
bb02c85f-99c5-4b5d-b442-79b85807b894,Ludhiana Fire Safety Workshop,Fire Safety,a39afcd1-736c-422d-a44f-512c6738a20a,1,1,2024-04-03,2024-04-05,30.879492,75.81747,59,COMPLETED
c71b619d-d386-4fe8-8d09-b9eff3a0468f,Pune Search & Rescue Workshop,Search & Rescue,d4a716a8-980d-427a-a459-cdc98c0de4fc,5,19,2024-11-05,2024-11-07,18.510735,73.855561,71,COMPLETED
89c0f41d-9c8a-4e92-89e1-1210935a3224,Dharamshala Earthquake Response Workshop,Earthquake Response,8d0db76c-0930-4117-ae69-724eb1a180b9,6,24,2024-03-26,2024-03-29,32.24963,76.324988,133,COMPLETED
489947bf-2c08-43f4-84cd-34d64bf4dcb5,Thiruvananthapuram Medical First Aid Workshop,Medical First Aid,8d0db76c-0930-4117-ae69-724eb1a180b9,4,14,2024-07-04,2024-07-05,8.491357,76.977172,77,COMPLETED
d476a753-8338-40d0-8ca1-ab52cb34b6f5,Kozhikode Landslide Rescue Workshop,Landslide Rescue,a39afcd1-736c-422d-a44f-512c6738a20a,4,16,2024-05-30,2024-05-31,11.270357,75.822398,101,COMPLETED
c919c001-599c-47d2-9eb8-4c0b0c078c68,Wayanad Landslide Rescue Workshop,Landslide Rescue,9c4a5b04-aef9-47cb-8de2-95d65e4477fd,4,17,2024-12-18,2024-12-21,11.674342,76.145351,68,COMPLETED
80f42e36-cb6a-4588-bf45-d276a7915d57,Manali Search & Rescue Workshop,Search & Rescue,9c4a5b04-aef9-47cb-8de2-95d65e4477fd,6,23,2024-08-05,2024-08-08,32.280833,77.229609,68,COMPLETED
d13f4c55-467c-4dce-aec3-bcb07d6f301b,Balasore Earthquake Response Workshop,Earthquake Response,a39afcd1-736c-422d-a44f-512c6738a20a,3,13,2024-04-15,2024-04-19,21.44952,86.899454,99,COMPLETED
e9564679-1f65-4f32-b4cc-b93ee5421d68,Mohali Fire Safety Workshop,Fire Safety,9c4a5b04-aef9-47cb-8de2-95d65e4477fd,1,4,2024-12-05,2024-12-09,30.677093,76.765167,88,COMPLETED
0f3bb678-046b-4b3b-b1c1-0c33aa081fb6,Amritsar Earthquake Response Workshop,Earthquake Response,a95531b8-5c4f-49cb-90d9-da081ad1c8c5,1,3,2024-05-19,2024-05-20,31.622134,74.863689,68,COMPLETED
f1e0f63a-ba79-4db6-9c7d-fb05c3a0a484,Patiala Medical First Aid Workshop,Medical First Aid,10efda5e-4160-4111-a294-09c6c841609f,1,2,2024-06-20,2024-06-21,30.321038,76.42703,110,COMPLETED
05d0c29d-c81d-452a-addc-46a1cde0da46,Mumbai Cyclone Evacuation Workshop,Cyclone Evacuation,8733ecb2-4640-463f-8656-a3f88f619d8c,5,18,2024-02-20,2024-02-24,19.053901,72.895854,58,COMPLETED
f121fe07-9ca5-4264-bd7b-0821fb0ca9f9,Dibrugarh Medical First Aid Workshop,Medical First Aid,8d0db76c-0930-4117-ae69-724eb1a180b9,2,8,2024-11-12,2024-11-17,27.486622,94.923,92,COMPLETED
cdb99090-c7e6-43f1-9577-061043a418e9,Mandi Earthquake Response Workshop,Earthquake Response,8d0db76c-0930-4117-ae69-724eb1a180b9,6,25,2024-08-22,2024-08-27,31.581235,76.902379,118,COMPLETED
a1f4f255-2214-41a8-a770-6eba4e9de87e,Guwahati Medical First Aid Workshop,Medical First Aid,8d0db76c-0930-4117-ae69-724eb1a180b9,2,6,2024-07-07,2024-07-09,26.104662,91.695712,128,COMPLETED
4acae961-55e9-4b2e-9e5e-da52a6c4cb45,Ludhiana Cyclone Evacuation Workshop,Cyclone Evacuation,8d0db76c-0930-4117-ae69-724eb1a180b9,1,1,2024-02-12,2024-02-16,30.904014,75.835966,44,COMPLETED
477b01af-785d-4de8-9b60-5603579cb732,Silchar Community Response Workshop,Community Response,a39afcd1-736c-422d-a44f-512c6738a20a,2,7,2024-04-10,2024-04-12,24.868127,92.791896,58,COMPLETED
46213e32-bb78-4cd7-9954-ad5954d29392,Nagpur Search & Rescue Workshop,Search & Rescue,8d0db76c-0930-4117-ae69-724eb1a180b9,5,20,2024-06-28,2024-07-01,21.109158,79.06668,115,COMPLETED
4b93e5ae-6d33-41ca-9290-239fbe232551,Jalandhar Cyclone Evacuation Workshop,Cyclone Evacuation,9c4a5b04-aef9-47cb-8de2-95d65e4477fd,1,5,2024-10-07,2024-10-09,31.284327,75.59586,47,COMPLETED
474dcc45-3d3a-415b-9b94-f2827dfd526d,Mohali Medical First Aid Workshop,Medical First Aid,d4a716a8-980d-427a-a459-cdc98c0de4fc,1,4,2024-12-16,2024-12-17,30.702913,76.692826,94,COMPLETED
df312a2b-8b13-4793-97b6-003568b07b2a,Nagpur Cyclone Evacuation Workshop,Cyclone Evacuation,8d0db76c-0930-4117-ae69-724eb1a180b9,5,20,2024-12-18,2024-12-23,21.109401,79.109372,77,COMPLETED
d5520925-2d02-4bd7-bcf1-bb3055a1b2c8,Wayanad Community Response Workshop,Community Response,9c4a5b04-aef9-47cb-8de2-95d65e4477fd,4,17,2024-06-28,2024-07-03,11.694534,76.174924,26,COMPLETED
6d09f015-00ea-4722-be62-12eea3d77218,Nagpur Medical First Aid Workshop,Medical First Aid,9c4a5b04-aef9-47cb-8de2-95d65e4477fd,5,20,2024-09-07,2024-09-08,21.106739,79.125953,147,COMPLETED
ab0533ba-6ce1-4b46-a532-b71d2cf46882,Amritsar Earthquake Response Workshop,Earthquake Response,10efda5e-4160-4111-a294-09c6c841609f,1,3,2024-10-02,2024-10-05,31.674441,74.851235,114,COMPLETED
ea25518b-797e-4228-a162-e69f4abab51f,Manali Landslide Rescue Workshop,Landslide Rescue,10efda5e-4160-4111-a294-09c6c841609f,6,23,2024-11-30,2024-12-03,32.281837,77.188461,42,COMPLETED
f144862d-6b87-4b09-a777-ab5212e4a071,Nagpur Search & Rescue Workshop,Search & Rescue,8733ecb2-4640-463f-8656-a3f88f619d8c,5,20,2024-07-23,2024-07-27,21.122305,79.128788,149,COMPLETED
983e9e01-23b5-43ab-80a9-4ef299d8390f,Mandi Medical First Aid Workshop,Medical First Aid,9c4a5b04-aef9-47cb-8de2-95d65e4477fd,6,25,2024-04-29,2024-05-02,31.561409,76.904441,29,COMPLETED
0b887bf3-ecd3-4b5c-bb93-f7fe6e5ed673,Mandi Earthquake Response Workshop,Earthquake Response,9c4a5b04-aef9-47cb-8de2-95d65e4477fd,6,25,2024-04-16,2024-04-20,31.619461,76.970376,41,COMPLETED
d35cb68f-c5cb-4a28-8288-43c846425bf2,Nashik Landslide Rescue Workshop,Landslide Rescue,a39afcd1-736c-422d-a44f-512c6738a20a,5,21,2024-04-16,2024-04-17,19.967277,73.768079,55,COMPLETED
f05a922b-9215-4066-8485-8e93442bee70,Amritsar Search & Rescue Workshop,Search & Rescue,a39afcd1-736c-422d-a44f-512c6738a20a,1,3,2024-02-13,2024-02-15,31.591098,74.869276,67,COMPLETED
c3e886ef-ef94-4f08-b654-2d474aded739,Jorhat Search & Rescue Workshop,Search & Rescue,d4a716a8-980d-427a-a459-cdc98c0de4fc,2,9,2024-04-30,2024-05-01,26.718926,94.229412,65,COMPLETED
51989872-c5c8-4333-acda-d4b43696d7c1,Thiruvananthapuram Landslide Rescue Workshop,Landslide Rescue,a39afcd1-736c-422d-a44f-512c6738a20a,4,14,2024-07-14,2024-07-19,8.556729,76.982388,68,COMPLETED
76bed6f2-c17a-44e3-b79a-21966402121e,Puri Flood Preparedness Workshop,Flood Preparedness,10efda5e-4160-4111-a294-09c6c841609f,3,12,2024-09-23,2024-09-24,19.785585,85.837318,58,COMPLETED
8576a1cd-a0bd-4a3c-b1d7-60e3b79e44e3,Bhubaneswar Flood Preparedness Workshop,Flood Preparedness,d4a716a8-980d-427a-a459-cdc98c0de4fc,3,10,2024-07-24,2024-07-26,20.270504,85.811231,126,COMPLETED
9744d73a-a658-449f-9116-57283d3f16f7,Thiruvananthapuram Earthquake Response Workshop,Earthquake Response,d4a716a8-980d-427a-a459-cdc98c0de4fc,4,14,2024-03-22,2024-03-24,8.561968,76.914928,147,COMPLETED
7642843c-36f8-4afe-84fd-cbb84c70723c,Dharamshala Community Response Workshop,Community Response,9c4a5b04-aef9-47cb-8de2-95d65e4477fd,6,24,2024-06-19,2024-06-21,32.24627,76.332798,123,COMPLETED
29e9a0c7-ab18-4715-91b9-0356ac9803ca,Manali Fire Safety Workshop,Fire Safety,a95531b8-5c4f-49cb-90d9-da081ad1c8c5,6,23,2024-06-07,2024-06-09,32.247417,77.139273,71,COMPLETED
c496d197-f4c5-4197-bc7a-83e33b67c848,Balasore Community Response Workshop,Community Response,8733ecb2-4640-463f-8656-a3f88f619d8c,3,13,2024-12-02,2024-12-07,21.502875,86.97193,143,COMPLETED
0f18691c-4fd1-4925-80ae-e3547c165d70,Pune Search & Rescue Workshop,Search & Rescue,9c4a5b04-aef9-47cb-8de2-95d65e4477fd,5,19,2024-05-02,2024-05-06,18.55801,73.88788,75,COMPLETED
6c8b61c5-dca7-47f5-a54d-bc35af9f8bd7,Dibrugarh Community Response Workshop,Community Response,8d0db76c-0930-4117-ae69-724eb1a180b9,2,8,2024-10-12,2024-10-15,27.502162,94.895393,71,COMPLETED
641b5bc4-7abb-4d79-9d9b-3c1791188ca9,Jorhat Fire Safety Workshop,Fire Safety,10efda5e-4160-4111-a294-09c6c841609f,2,9,2024-03-24,2024-03-27,26.734324,94.212377,90,COMPLETED
